Client,Industry,Platform,Content Type,Content Topic,Reach,Impressions,Likes,Comments,Clicks,Leads,Ad Spend,Performance Score
Client_3,Tech,Instagram,Text,Tutorial,5243,9224,454,66,361,26,0,100
Client_4,Tech,LinkedIn,Reel,News,3400,5301,257,22,97,8,0,100
Client_6,Fashion,TikTok,Image,News,23404,44092,2361,182,1519,93,122,100
Client_3,Fashion,Facebook,Carousel,Promo,10014,16744,542,68,339,31,65,100
Client_10,Fashion,Facebook,Reel,Education,5438,8422,466,53,328,37,0,100
Client_5,Tech,Instagram,Reel,Education,5093,6590,301,20,122,15,0,100
Client_4,Health,Instagram,Carousel,Promo,1408,2370,77,10,67,7,0,65
Client_7,Finance,YouTube,Video,Promo,9165,11258,504,39,342,36,0,100
Client_7,Tech,Instagram,Text,Education,3829,5555,443,34,87,8,0,100
Client_1,Finance,TikTok,Text,Tutorial,18151,26972,1451,79,767,111,263,100
Client_8,Finance,YouTube,Carousel,News,18735,28438,741,63,808,81,0,100
Client_8,Food,LinkedIn,Carousel,BehindScenes,7067,12293,312,29,165,22,0,100
Client_6,Health,TikTok,Carousel,Promo,15663,22067,1090,112,567,34,281,100
Client_4,Fashion,YouTube,Text,Promo,10345,15165,910,136,155,17,0,100
Client_7,Fashion,Instagram,Text,BehindScenes,6451,9758,324,47,151,18,232,100
Client_10,Health,Instagram,Image,BehindScenes,5105,9105,641,64,243,12,0,100
Client_7,Fashion,Instagram,Video,BehindScenes,7470,12984,428,33,402,35,0,100
Client_7,Tech,Facebook,Carousel,BehindScenes,1930,2223,91,11,38,2,0,43
Client_7,Food,YouTube,Carousel,BehindScenes,8598,13755,689,95,354,26,0,100
Client_10,Finance,YouTube,Text,News,13443,22288,1186,110,740,40,152,100
Client_4,Tech,LinkedIn,Image,News,4411,5632,260,31,141,13,203,100
Client_6,Tech,YouTube,Image,Education,14819,26314,1584,95,494,71,0,100
Client_2,Fashion,LinkedIn,Video,Promo,7402,13304,574,46,230,21,0,100
Client_4,Tech,Instagram,Reel,Tutorial,9343,15499,1231,63,590,45,263,100
Client_7,Food,YouTube,Video,BehindScenes,12936,21457,505,31,642,34,0,100
Client_1,Food,Facebook,Video,Tutorial,11278,16596,387,31,415,33,24,100
Client_10,Health,YouTube,Reel,Promo,19854,23342,1834,254,913,64,0,100
Client_5,Health,TikTok,Carousel,BehindScenes,13667,19766,718,65,752,107,0,100
Client_8,Finance,YouTube,Reel,Tutorial,13345,17335,1123,102,405,44,0,100
Client_3,Finance,TikTok,Image,Education,11141,17705,676,35,614,74,0,100
Client_8,Health,YouTube,Image,Promo,20349,24070,1316,110,718,72,106,100
Client_6,Health,YouTube,Image,Tutorial,20859,33900,1997,217,1280,73,23,100
Client_4,Food,TikTok,Carousel,News,15018,26422,1343,195,986,54,51,100
Client_8,Finance,LinkedIn,Reel,News,2938,3812,145,20,69,8,246,67
Client_1,Food,Instagram,Carousel,News,6013,9964,272,36,379,25,0,100
Client_1,Tech,Facebook,Reel,News,5857,9801,294,23,288,42,0,100
Client_9,Tech,LinkedIn,Text,Promo,5687,10025,655,98,326,44,0,100
Client_6,Fashion,Instagram,Reel,Tutorial,4371,5182,398,34,66,5,71,93
Client_5,Food,YouTube,Text,Promo,19101,23707,1352,180,302,18,108,100
Client_3,Finance,YouTube,Image,Promo,13516,16347,1232,136,605,66,225,100
Client_4,Finance,LinkedIn,Text,Education,5064,9097,275,33,274,19,33,100
Client_5,Fashion,TikTok,Image,Tutorial,15268,18107,952,118,216,24,202,100
Client_10,Fashion,LinkedIn,Carousel,BehindScenes,5700,6780,251,17,261,20,0,100
Client_5,Health,Facebook,Carousel,Tutorial,3014,4898,104,6,143,11,0,100
Client_9,Finance,Facebook,Image,Tutorial,5406,6886,165,10,185,24,282,100
Client_7,Finance,TikTok,Image,Education,19806,26097,2054,280,424,52,290,100
Client_7,Food,LinkedIn,Text,News,6231,9485,535,54,281,40,0,100
Client_5,Health,YouTube,Image,Promo,15843,23660,1174,87,644,78,30,100
Client_8,Food,LinkedIn,Carousel,News,7930,11505,605,84,121,12,0,100
Client_2,Food,LinkedIn,Carousel,Education,4137,5859,249,18,100,13,187,100
Client_9,Food,YouTube,Carousel,Tutorial,8412,13545,941,48,272,24,0,100
Client_1,Food,Instagram,Carousel,Promo,6085,9107,601,79,184,16,0,100
Client_6,Finance,Facebook,Text,Promo,4529,7239,415,60,271,39,0,100
Client_7,Food,TikTok,Reel,Tutorial,8874,14721,1172,137,200,14,0,100
Client_10,Health,TikTok,Text,BehindScenes,15637,28023,1456,80,721,60,0,100
Client_2,Fashion,TikTok,Reel,Tutorial,11599,15622,416,43,559,36,0,100
Client_7,Food,Facebook,Text,BehindScenes,4947,7690,432,32,239,30,0,100
Client_8,Food,YouTube,Text,Education,14503,25985,1778,147,956,81,50,100
Client_1,Food,Facebook,Image,Tutorial,5038,9060,485,43,112,5,0,100
Client_9,Health,TikTok,Image,News,13087,24625,1022,121,262,23,203,100
Client_4,Food,LinkedIn,Video,BehindScenes,9885,11947,749,56,346,22,18,100
Client_9,Health,Facebook,Text,Promo,2505,3287,258,29,77,8,0,93
Client_5,Tech,LinkedIn,Video,Education,6616,11099,717,53,159,15,56,100
Client_10,Fashion,LinkedIn,Video,News,2799,3223,200,12,43,3,0,70
Client_2,Health,LinkedIn,Carousel,Promo,4942,6182,343,43,82,10,253,100
Client_2,Health,LinkedIn,Video,News,5410,8756,450,23,347,24,288,100
Client_4,Fashion,Instagram,Carousel,Promo,5709,7344,275,32,246,34,62,100
Client_7,Tech,LinkedIn,Image,Tutorial,2758,5086,352,45,154,16,121,100
Client_1,Tech,YouTube,Image,BehindScenes,12851,19129,556,80,764,78,0,100
Client_4,Finance,YouTube,Text,News,14532,19476,395,30,263,27,279,100
Client_6,Health,Facebook,Image,BehindScenes,7549,13608,521,63,507,50,221,100
Client_1,Food,YouTube,Carousel,News,18649,31719,1657,174,594,43,0,100
Client_5,Finance,YouTube,Video,Promo,9873,12866,811,51,488,34,0,100
Client_6,Health,Facebook,Reel,Promo,8454,14198,599,77,385,42,85,100
Client_10,Finance,YouTube,Carousel,Tutorial,23824,37521,1666,119,613,70,22,100
Client_9,Tech,Facebook,Image,Promo,6121,10349,359,38,149,15,0,100
Client_3,Food,Facebook,Video,BehindScenes,1734,2209,96,9,57,3,159,50
Client_7,Fashion,YouTube,Image,Education,14350,21778,1169,146,495,29,0,100
Client_1,Food,TikTok,Reel,BehindScenes,15656,17629,423,53,340,33,0,100
Client_6,Food,Facebook,Reel,BehindScenes,9324,17462,1226,121,506,27,121,100
Client_6,Fashion,LinkedIn,Text,Tutorial,4261,7897,343,36,156,20,113,100
Client_9,Health,Instagram,Carousel,Education,5358,7024,421,45,197,20,0,100
Client_4,Fashion,Facebook,Text,News,9621,14400,870,65,527,44,160,100
Client_10,Finance,YouTube,Video,Education,16942,26796,979,121,902,124,0,100
Client_3,Food,TikTok,Reel,News,13660,16428,521,35,291,20,32,100
Client_4,Fashion,Facebook,Video,Education,9655,18140,799,44,407,33,114,100
Client_1,Finance,YouTube,Text,News,13819,21648,789,118,854,88,234,100
Client_9,Tech,Facebook,Video,Promo,4202,6225,161,10,211,12,0,100
Client_3,Food,YouTube,Image,Tutorial,13260,18694,1421,162,655,65,170,100
Client_6,Food,Instagram,Text,Promo,4969,6142,343,35,141,8,0,100
Client_9,Fashion,Instagram,Image,News,1375,2183,78,10,44,5,0,60
Client_5,Health,TikTok,Video,Promo,29145,51064,1705,177,1443,94,254,100
Client_10,Finance,YouTube,Text,Education,13339,17820,560,41,654,82,47,100
Client_1,Fashion,Instagram,Carousel,Tutorial,3677,4354,264,37,49,3,0,79
Client_5,Food,Instagram,Carousel,News,7753,8886,365,49,352,31,0,100
Client_7,Tech,Instagram,Reel,News,9175,16771,1128,124,174,23,222,100
Client_6,Finance,Facebook,Carousel,News,1566,2556,104,13,98,12,260,91
Client_5,Food,Instagram,Video,Tutorial,3744,4801,103,6,154,11,0,100
Client_1,Tech,LinkedIn,Reel,BehindScenes,6658,9224,512,46,104,8,0,100
Client_10,Tech,TikTok,Image,Promo,20530,31412,1925,232,788,102,261,100
Client_7,Food,Instagram,Video,BehindScenes,4643,7082,463,60,97,12,0,100
Client_7,Food,YouTube,Image,News,19507,22268,1484,170,784,66,0,100
Client_3,Fashion,TikTok,Carousel,News,27328,40902,3038,371,1083,62,195,100
Client_7,Health,Instagram,Text,Education,1612,2565,187,9,53,3,0,74
Client_10,Tech,YouTube,Text,Tutorial,16282,25542,511,41,389,30,0,100
Client_5,Food,LinkedIn,Video,Tutorial,9796,16508,681,64,553,76,99,100
Client_9,Fashion,TikTok,Video,Education,22186,35283,967,75,467,57,290,100
Client_9,Finance,Facebook,Reel,Promo,2246,2635,179,17,94,10,0,100
Client_10,Fashion,YouTube,Image,Tutorial,22794,43217,1828,166,443,42,203,100
Client_3,Finance,YouTube,Text,Promo,16032,26499,2102,148,516,63,0,100
Client_4,Tech,LinkedIn,Reel,BehindScenes,8047,12185,817,109,332,34,256,100
Client_9,Food,LinkedIn,Text,Education,3246,4254,232,14,135,18,0,100
Client_9,Fashion,YouTube,Reel,News,24142,30793,2448,285,452,23,257,100
Client_6,Fashion,Facebook,Carousel,Promo,2534,3354,69,6,47,4,0,49
Client_5,Tech,TikTok,Text,Promo,15804,20387,796,96,316,29,157,100
Client_1,Health,Facebook,Text,Promo,5296,8804,362,49,207,27,0,100
Client_9,Tech,Instagram,Text,Tutorial,2731,4193,204,15,110,10,219,95
Client_3,Health,Facebook,Carousel,Tutorial,7159,11851,393,26,436,51,0,100
Client_1,Finance,LinkedIn,Carousel,News,3765,5573,284,18,103,10,0,100
Client_1,Fashion,Facebook,Text,Tutorial,4660,5375,229,14,190,26,0,100
Client_5,Health,Facebook,Image,Tutorial,4419,4900,108,9,88,10,0,99
Client_9,Tech,Instagram,Carousel,Promo,6563,8055,333,23,169,17,0,100
Client_2,Finance,YouTube,Video,News,29260,37912,1963,201,1510,143,234,100
Client_3,Tech,YouTube,Reel,Tutorial,8318,11032,842,79,126,11,0,100
Client_3,Food,LinkedIn,Video,Promo,7787,12190,853,120,464,48,0,100
Client_1,Health,LinkedIn,Image,News,7601,12356,385,46,422,37,0,100
Client_4,Health,Facebook,Image,Education,6535,10655,731,98,420,50,0,100
Client_7,Food,LinkedIn,Video,BehindScenes,7633,10017,436,36,281,22,287,100
Client_3,Tech,YouTube,Reel,Education,12495,20660,1379,120,426,48,0,100
Client_6,Food,YouTube,Reel,Education,29163,49862,3613,281,1208,157,116,100
Client_2,Food,YouTube,Image,News,16401,31331,979,122,572,29,56,100
Client_8,Tech,LinkedIn,Video,Tutorial,8376,11046,224,25,158,16,213,100
Client_10,Finance,TikTok,Video,Tutorial,16233,21613,1727,89,290,36,0,100
Client_5,Health,Facebook,Carousel,Education,6431,11213,642,94,322,29,0,100
Client_1,Tech,YouTube,Reel,Education,16187,22774,636,44,658,38,0,100
Client_6,Tech,Facebook,Reel,Promo,8881,15593,1015,114,580,38,122,100
Client_2,Food,YouTube,Reel,Tutorial,14149,19601,449,35,370,37,44,100
Client_2,Health,YouTube,Video,Promo,23419,31750,821,90,544,64,20,100
Client_7,Food,TikTok,Carousel,BehindScenes,9367,12305,534,39,462,33,0,100
Client_2,Health,LinkedIn,Text,BehindScenes,4754,5754,140,12,195,26,0,100
Client_8,Food,Instagram,Carousel,Tutorial,1285,1430,92,5,30,3,0,48
Client_9,Finance,YouTube,Video,BehindScenes,18511,28056,844,74,304,29,0,100
Client_6,Health,Instagram,Image,Tutorial,11013,18825,1428,155,394,27,125,100
Client_1,Food,YouTube,Video,Education,16626,27243,2126,229,1018,121,0,100
Client_2,Finance,LinkedIn,Text,Education,5934,8230,559,77,125,18,0,100
Client_7,Food,TikTok,Image,Education,16723,23367,1156,94,294,22,0,100
Client_3,Food,Facebook,Carousel,News,1828,3024,160,13,33,4,0,53
Client_3,Health,LinkedIn,Image,News,7008,11497,538,56,131,12,254,100
Client_10,Fashion,LinkedIn,Carousel,Education,4740,7600,504,64,199,15,0,100
Client_2,Health,Instagram,Carousel,News,7865,11560,424,58,359,48,0,100
Client_9,Finance,TikTok,Image,BehindScenes,21540,29652,1033,91,1079,77,294,100
Client_9,Health,LinkedIn,Image,BehindScenes,3610,6876,469,52,252,19,171,100
Client_7,Finance,Facebook,Text,Education,5221,9125,387,49,122,10,0,100
Client_5,Fashion,Facebook,Text,Tutorial,1600,2836,159,18,88,7,0,99
Client_10,Fashion,TikTok,Video,News,28506,48811,3570,187,821,47,181,100
Client_8,Tech,LinkedIn,Image,Tutorial,5518,9372,604,34,286,28,47,100
Client_9,Finance,Facebook,Reel,Education,2964,4812,340,48,137,18,0,100
Client_7,Food,LinkedIn,Reel,BehindScenes,1885,2918,204,29,90,5,0,100
Client_10,Food,TikTok,Image,BehindScenes,11182,15513,527,46,557,49,0,100
Client_1,Finance,TikTok,Text,Education,18060,28230,1335,131,589,40,0,100
Client_10,Food,LinkedIn,Image,Promo,8058,9977,355,35,102,6,105,100
Client_10,Health,TikTok,Image,News,16869,23399,1603,171,556,36,0,100
Client_7,Health,LinkedIn,Image,Tutorial,8976,12302,298,33,321,20,28,100
Client_10,Fashion,LinkedIn,Video,Education,6095,7747,488,25,95,7,0,100
Client_8,Tech,LinkedIn,Text,BehindScenes,7798,12039,405,48,468,31,0,100
Client_3,Food,TikTok,Text,Education,10221,11410,235,34,152,7,0,100
Client_3,Food,LinkedIn,Reel,Education,4529,8138,320,39,239,24,0,100
Client_3,Fashion,YouTube,Carousel,Promo,22653,39588,2760,272,1280,88,260,100
Client_10,Food,YouTube,Carousel,Tutorial,29190,40040,1478,177,793,72,82,100
Client_7,Tech,LinkedIn,Carousel,Tutorial,6195,9873,749,53,240,32,172,100
Client_5,Food,Instagram,Video,BehindScenes,4490,7835,173,19,260,29,0,100
Client_10,Food,YouTube,Reel,BehindScenes,24907,40376,1078,60,1401,186,177,100
Client_3,Fashion,YouTube,Video,Promo,12550,18151,1223,64,548,48,0,100
Client_2,Fashion,TikTok,Image,BehindScenes,13630,22457,640,65,655,51,0,100
Client_3,Health,YouTube,Image,Tutorial,19100,31537,1168,98,1114,56,0,100
Client_3,Finance,TikTok,Image,News,18911,23010,1305,147,540,61,0,100
Client_8,Finance,TikTok,Text,News,15792,29512,2018,171,980,81,209,100
Client_7,Finance,TikTok,Reel,Education,18933,22336,917,92,542,71,0,100
Client_8,Health,Instagram,Video,News,1811,2510,197,13,85,11,0,97
Client_10,Fashion,TikTok,Text,Education,12249,20479,481,67,277,39,0,100
Client_6,Fashion,LinkedIn,Text,BehindScenes,1951,2636,146,10,81,4,285,71
Client_8,Tech,LinkedIn,Text,Education,2532,3025,62,6,48,5,232,55
Client_1,Tech,Instagram,Reel,News,3550,5640,288,26,183,14,0,100
Client_6,Food,Facebook,Video,BehindScenes,2935,4547,250,28,66,6,0,89
Client_6,Health,TikTok,Text,Promo,9554,11222,265,38,229,26,0,100
Client_5,Finance,TikTok,Image,Tutorial,17071,31027,875,90,551,42,103,100
Client_8,Health,Facebook,Text,Tutorial,1597,2647,53,4,46,3,0,62
Client_5,Finance,Facebook,Video,BehindScenes,2218,3489,244,20,57,3,0,84
Client_4,Food,Facebook,Text,Promo,1975,2975,154,22,84,6,0,82
Client_8,Finance,LinkedIn,Video,Education,3660,6568,524,44,106,14,0,100
Client_1,Finance,TikTok,Video,Education,21300,37889,2603,146,881,111,79,100
Client_5,Fashion,Instagram,Video,BehindScenes,5607,8843,308,44,233,20,0,100
Client_6,Food,LinkedIn,Video,BehindScenes,3988,6217,327,23,163,10,0,100
Client_5,Fashion,Facebook,Text,Tutorial,2773,4723,357,38,123,11,0,100
Client_5,Health,Facebook,Reel,Education,9141,14558,988,131,444,55,121,100
Client_6,Health,Instagram,Reel,BehindScenes,4565,7416,316,15,220,12,0,100
Client_8,Fashion,Instagram,Reel,Education,1552,2591,88,12,75,8,0,80
Client_9,Tech,LinkedIn,Carousel,Education,2610,4595,199,16,159,17,0,100
Client_5,Fashion,LinkedIn,Carousel,BehindScenes,9625,15291,1219,103,597,67,255,100
Client_9,Fashion,Instagram,Carousel,Tutorial,1860,2334,123,15,71,9,34,82
Client_7,Finance,Instagram,Video,News,11767,15019,309,40,597,82,132,100
Client_8,Food,YouTube,Carousel,Education,16762,22192,1066,99,447,62,37,100
Client_3,Tech,YouTube,Reel,Tutorial,12471,16013,1011,55,173,21,0,100
Client_4,Fashion,YouTube,Video,Education,26715,44571,2775,327,1140,99,211,100
Client_1,Finance,YouTube,Reel,Education,19033,30780,707,77,1175,165,0,100
Client_9,Tech,YouTube,Text,News,12102,17371,1234,123,545,37,0,100
Client_9,Health,LinkedIn,Text,Education,2321,2792,100,8,31,3,0,54
Client_3,Food,Instagram,Carousel,Education,7262,12818,889,126,188,17,0,100
Client_10,Health,Facebook,Text,Education,1202,1798,78,11,48,4,0,64
Client_2,Finance,Facebook,Reel,Promo,9204,16644,1308,76,473,63,158,100
Client_7,Finance,LinkedIn,Reel,Promo,2637,3257,246,20,82,12,240,90
Client_7,Fashion,YouTube,Reel,Education,9673,15797,1058,149,507,58,0,100
Client_7,Fashion,Facebook,Carousel,Education,5112,8968,633,67,343,44,161,100
Client_4,Tech,YouTube,Reel,Education,11255,15537,890,123,591,66,0,100
Client_5,Food,LinkedIn,Carousel,Promo,4179,7326,552,73,252,31,95,100
Client_3,Food,LinkedIn,Carousel,Tutorial,1653,1984,120,8,45,2,248,53
Client_1,Tech,Facebook,Carousel,BehindScenes,7421,10751,301,37,336,27,0,100
Client_5,Health,Instagram,Image,Education,5298,9093,231,26,218,30,0,100
Client_7,Health,TikTok,Reel,Promo,17247,24139,490,68,700,70,190,100
Client_8,Tech,YouTube,Text,Education,17788,23916,1523,152,686,44,0,100
Client_4,Health,LinkedIn,Carousel,BehindScenes,5343,9683,555,41,147,20,268,100
Client_3,Fashion,Facebook,Text,BehindScenes,5836,9104,594,43,363,45,0,100
Client_5,Food,Facebook,Image,Tutorial,7287,11641,440,41,443,48,126,100
Client_7,Fashion,Facebook,Image,Promo,5097,9518,469,54,290,42,106,100
Client_2,Fashion,Facebook,Carousel,News,7306,13414,640,94,508,55,101,100
Client_4,Finance,TikTok,Carousel,Promo,21555,27257,555,48,1014,146,210,100
Client_9,Finance,Facebook,Video,Promo,5684,7029,177,20,94,11,0,100
Client_2,Tech,TikTok,Reel,Education,10273,13603,645,34,268,20,0,100
Client_1,Tech,Instagram,Carousel,Education,7867,9093,204,30,290,35,0,100
Client_9,Health,LinkedIn,Reel,Tutorial,1587,1964,151,8,75,7,34,90
Client_7,Fashion,Facebook,Carousel,Education,7881,13473,879,95,308,34,37,100
Client_6,Fashion,Facebook,Carousel,Promo,6658,9149,272,37,102,8,0,100
Client_9,Tech,TikTok,Video,BehindScenes,13996,19465,1442,119,575,56,0,100
Client_1,Health,Facebook,Video,Promo,5053,7183,473,53,89,6,0,100
Client_7,Food,TikTok,Reel,Education,18561,30077,1662,226,1001,101,0,100
Client_1,Fashion,LinkedIn,Video,News,1554,2310,51,7,36,2,235,26
Client_1,Food,YouTube,Video,News,10825,15526,878,111,599,83,0,100
Client_5,Health,Instagram,Image,BehindScenes,1695,1936,88,6,68,8,0,73
Client_5,Finance,TikTok,Reel,Promo,27823,48635,3399,328,672,78,10,100
Client_5,Fashion,YouTube,Video,Promo,10969,14226,636,51,162,18,0,100
Client_6,Health,LinkedIn,Carousel,News,4909,8659,683,75,128,10,0,100
Client_2,Fashion,YouTube,Carousel,Promo,19588,37558,1940,125,1095,154,51,100
Client_8,Finance,Instagram,Text,Tutorial,1723,2644,92,5,65,4,0,61
Client_9,Finance,LinkedIn,Image,Tutorial,2653,4709,322,29,62,7,0,87
Client_7,Health,Facebook,Video,Education,1480,2457,103,14,31,2,0,44
Client_6,Tech,LinkedIn,Text,Tutorial,4373,7216,202,20,224,30,0,100
Client_10,Food,YouTube,Image,News,13280,15776,1130,97,618,68,0,100
Client_5,Tech,Instagram,Image,News,4344,5625,310,45,179,13,0,100
Client_9,Food,LinkedIn,Image,Promo,5257,7529,390,36,153,10,0,100
Client_2,Finance,Instagram,Reel,Education,1118,1347,66,6,40,3,0,53
Client_3,Fashion,Instagram,Video,Tutorial,6337,7512,336,47,236,32,0,100
Client_2,Fashion,Facebook,Image,Education,7783,11907,870,76,212,11,0,100
