Client,Industry,Platform,Content Type,Content Topic,Reach,Impressions,Likes,Comments,Clicks,Leads,Ad Spend,Performance Score
Client_7,Fashion,YouTube,Image,Education,13308,20392,907,26,606,67,0,100
Client_4,Fashion,LinkedIn,Text,BehindScenes,4919,6803,268,5,176,12,0,100
Client_6,Tech,Facebook,Text,Tutorial,4668,6775,342,24,76,4,0,77
Client_1,Tech,Facebook,Reel,Promo,4249,5868,317,31,170,12,37,100
Client_3,Fashion,Instagram,Reel,News,5429,8303,375,14,170,12,0,100
Client_5,Food,LinkedIn,Carousel,Education,4201,5859,142,8,156,17,34,100
Client_2,Food,LinkedIn,Video,Tutorial,3392,5277,264,11,135,12,0,100
Client_7,Tech,LinkedIn,Text,BehindScenes,1196,1446,24,0,21,1,0,17
Client_6,Fashion,Instagram,Text,Tutorial,16976,22732,537,42,655,51,45,100
Client_3,Fashion,LinkedIn,Video,Education,2127,2679,111,10,77,8,0,65
Client_6,Tech,Instagram,Carousel,Tutorial,8419,12328,602,48,169,11,0,100
Client_2,Finance,TikTok,Video,BehindScenes,24590,35447,1309,81,738,81,0,100
Client_6,Finance,YouTube,Carousel,Education,25887,34435,818,45,996,71,34,100
Client_2,Food,LinkedIn,Video,News,2165,3366,183,9,39,4,112,45
Client_6,Health,LinkedIn,Reel,Promo,1793,2250,59,3,60,3,0,41
Client_1,Tech,LinkedIn,Image,Education,1656,2073,22,0,31,3,0,33
Client_1,Finance,TikTok,Text,Promo,25338,32749,1478,90,744,55,0,100
Client_4,Health,TikTok,Text,BehindScenes,29440,40519,1675,131,687,81,0,100
Client_3,Health,Facebook,Video,Tutorial,1607,2282,67,2,47,5,0,45
Client_7,Tech,Instagram,Image,Education,9714,15252,489,19,325,38,0,100
Client_7,Food,LinkedIn,Reel,Education,6129,10419,222,8,311,32,165,100
Client_7,Fashion,Facebook,Text,BehindScenes,4551,7135,253,6,141,7,0,99
Client_3,Finance,TikTok,Image,News,11167,16342,605,20,182,9,0,100
Client_4,Finance,Instagram,Reel,BehindScenes,20151,27391,925,33,771,63,181,100
Client_7,Fashion,TikTok,Image,News,23738,30023,1093,31,410,49,0,100
Client_8,Tech,Instagram,Reel,News,12437,15944,182,12,369,21,0,100
Client_7,Health,Instagram,Image,Promo,11986,14583,424,25,199,22,0,100
Client_1,Fashion,Facebook,Video,Education,1999,2850,139,3,57,3,0,54
Client_8,Finance,Facebook,Image,Tutorial,3321,5092,162,4,99,6,0,79
Client_5,Finance,Instagram,Text,Education,9737,13804,688,61,156,12,124,100
Client_2,Health,YouTube,Image,BehindScenes,22314,34696,921,72,453,45,0,100
Client_8,Health,LinkedIn,Text,News,1078,1387,47,3,35,1,0,30
Client_1,Health,Facebook,Reel,Tutorial,4267,6820,211,5,84,6,185,71
Client_7,Fashion,Facebook,Reel,BehindScenes,3438,4207,79,4,92,10,0,74
Client_3,Fashion,TikTok,Carousel,Tutorial,20604,24924,1243,64,632,52,0,100
Client_2,Fashion,TikTok,Text,Education,15753,19210,813,35,339,34,0,100
Client_1,Food,YouTube,Carousel,Promo,20167,28408,1526,79,407,23,218,100
Client_8,Fashion,Instagram,Text,Promo,14979,22966,900,61,574,57,244,100
Client_1,Fashion,LinkedIn,Carousel,BehindScenes,2197,3153,150,8,44,3,0,52
Client_8,Health,LinkedIn,Text,Education,1290,2017,31,2,33,3,0,28
Client_7,Health,Facebook,Text,Promo,4523,6855,166,4,129,7,241,87
Client_5,Fashion,TikTok,Reel,Education,18447,22422,914,25,631,67,0,100
Client_2,Finance,LinkedIn,Text,BehindScenes,4168,5826,189,7,79,7,0,67
Client_3,Food,YouTube,Image,Tutorial,19328,30872,966,94,632,72,0,100
Client_2,Food,Instagram,Carousel,Promo,13491,17827,211,20,189,13,0,100
Client_6,Food,TikTok,Video,News,23896,33713,519,48,405,39,0,100
Client_3,Health,TikTok,Video,BehindScenes,27060,38498,2107,147,864,47,0,100
Client_2,Finance,Instagram,Video,Education,14329,23203,971,26,402,24,96,100
Client_2,Fashion,TikTok,Reel,Education,11081,16223,516,30,213,23,0,100
Client_7,Health,LinkedIn,Carousel,Education,3317,5296,107,2,77,4,0,56
Client_7,Health,Instagram,Reel,News,9843,13962,540,45,378,44,0,100
Client_3,Fashion,Instagram,Text,Education,10053,16870,651,46,389,40,114,100
Client_7,Health,Facebook,Video,BehindScenes,1657,2410,86,6,68,7,0,60
Client_3,Food,YouTube,Reel,Education,11833,18834,629,60,465,51,0,100
Client_8,Finance,LinkedIn,Image,Tutorial,3386,5380,309,23,59,5,230,74
Client_8,Tech,YouTube,Image,Tutorial,22283,35640,1164,76,930,74,0,100
Client_8,Food,Facebook,Text,Tutorial,4519,5889,144,14,122,6,0,81
Client_3,Finance,Facebook,Image,News,2493,3290,134,4,51,5,0,56
Client_8,Tech,YouTube,Image,News,10668,14340,443,43,413,24,0,100
Client_3,Finance,LinkedIn,Video,Tutorial,3820,4939,103,7,54,3,0,47
Client_8,Fashion,Instagram,Video,Promo,6444,9636,152,4,187,19,0,100
Client_8,Health,Instagram,Image,Promo,5399,6704,83,4,91,10,0,68
Client_3,Fashion,TikTok,Text,Tutorial,19990,26827,700,26,424,48,0,100
Client_7,Tech,YouTube,Image,Promo,16790,25585,1428,101,618,66,0,100
Client_5,Fashion,Instagram,Video,BehindScenes,5721,9135,233,10,165,15,0,100
Client_3,Finance,YouTube,Reel,News,16667,24358,433,33,709,40,217,100
Client_7,Food,TikTok,Video,BehindScenes,32597,47110,1635,84,815,76,120,100
Client_3,Food,YouTube,Video,Tutorial,18362,28894,1094,55,749,60,49,100
Client_4,Finance,LinkedIn,Reel,Tutorial,3595,4503,182,11,134,8,0,88
Client_1,Health,YouTube,Image,BehindScenes,17072,24493,993,45,490,56,0,100
Client_6,Health,Instagram,Video,Promo,12940,18147,196,15,247,14,0,100
Client_7,Finance,YouTube,Image,Tutorial,23480,34238,1597,147,922,97,0,100
Client_7,Health,LinkedIn,Text,Tutorial,3952,5151,121,6,76,6,181,63
Client_2,Food,TikTok,Text,News,20352,31335,1279,52,825,72,0,100
Client_7,Fashion,Facebook,Text,News,4804,8154,129,11,235,12,172,100
Client_6,Tech,LinkedIn,Reel,BehindScenes,6193,8011,101,3,164,15,223,100
Client_5,Finance,LinkedIn,Carousel,Education,2896,3910,142,4,91,8,0,75
Client_4,Food,LinkedIn,Video,News,2137,2949,41,3,38,3,0,29
Client_7,Fashion,Facebook,Carousel,Education,2985,3935,116,10,115,5,0,78
Client_7,Fashion,YouTube,Reel,Promo,22120,34387,1344,78,758,65,0,100
Client_5,Health,Instagram,Image,Education,7198,10403,480,43,140,14,0,100
Client_1,Tech,Instagram,Video,Promo,7072,10920,221,18,268,15,0,100
Client_5,Food,Instagram,Reel,News,19377,25651,723,27,390,33,61,100
Client_6,Health,Facebook,Text,Tutorial,4930,7821,190,17,137,16,152,100
Client_2,Fashion,LinkedIn,Carousel,BehindScenes,3834,5134,161,5,75,8,248,70
Client_6,Fashion,YouTube,Carousel,Promo,28119,38936,2123,152,523,52,0,100
Client_7,Health,Facebook,Carousel,Tutorial,4811,6973,304,20,94,10,167,92
Client_4,Tech,LinkedIn,Reel,Promo,3373,4720,161,8,71,8,0,66
Client_3,Food,Instagram,Text,News,13082,16157,420,27,391,42,0,100
Client_3,Finance,YouTube,Text,Promo,26307,31933,1220,76,492,30,0,100
Client_6,Tech,YouTube,Text,Education,14672,18768,769,19,344,30,0,100
Client_5,Finance,YouTube,Text,Tutorial,26927,34304,978,97,605,48,0,100
Client_5,Fashion,LinkedIn,Image,News,3469,4930,179,8,60,5,130,64
Client_1,Finance,Facebook,Video,BehindScenes,5250,6981,231,5,197,23,150,100
Client_1,Fashion,TikTok,Reel,Education,22008,28552,1185,70,403,28,55,100
Client_2,Food,TikTok,Text,News,17061,26977,475,26,643,68,0,100
Client_4,Finance,YouTube,Video,News,24790,37114,684,28,539,53,0,100
Client_8,Finance,Facebook,Reel,BehindScenes,1028,1299,60,2,36,3,0,32
Client_5,Health,YouTube,Video,Promo,26652,35082,702,26,635,61,0,100
Client_1,Food,TikTok,Text,BehindScenes,17991,26326,369,34,697,49,0,100
Client_2,Finance,LinkedIn,Reel,Tutorial,2061,2846,155,13,28,2,0,35
Client_6,Finance,Facebook,Image,Promo,2093,2890,42,3,74,6,74,56
Client_3,Health,LinkedIn,Text,News,3009,3770,200,9,57,6,0,61
Client_2,Health,TikTok,Image,Promo,23650,38001,1196,65,857,77,248,100
Client_2,Tech,Instagram,Carousel,Promo,14792,22680,986,53,355,27,109,100
Client_4,Finance,Facebook,Carousel,News,4500,6887,180,11,70,5,0,59
Client_7,Tech,TikTok,Carousel,Education,14307,22608,798,21,577,47,0,100
Client_2,Health,YouTube,Image,Tutorial,13357,20285,899,70,418,32,0,100
Client_8,Food,Facebook,Carousel,Promo,3220,4083,150,10,104,9,0,77
Client_2,Food,LinkedIn,Image,BehindScenes,2889,4186,193,14,85,10,0,75
Client_8,Health,Instagram,Video,Promo,11922,16354,264,11,166,8,0,100
Client_1,Food,YouTube,Video,Tutorial,19043,26696,781,19,408,44,0,100
Client_7,Food,LinkedIn,Video,BehindScenes,3358,5395,69,4,125,14,60,82
Client_2,Finance,TikTok,Image,News,36428,58468,1796,43,1261,67,43,100
Client_6,Fashion,Instagram,Carousel,Promo,12288,17684,395,30,203,19,0,100
Client_4,Health,Facebook,Video,News,3114,4463,66,6,114,8,0,77
Client_2,Finance,TikTok,Carousel,BehindScenes,14544,20876,395,21,329,37,0,100
Client_4,Fashion,TikTok,Image,Tutorial,23355,32091,1577,126,893,65,0,100
Client_6,Health,LinkedIn,Text,News,4253,6946,221,17,178,16,134,100
Client_4,Tech,YouTube,Video,News,27607,44020,2099,189,598,34,0,100
Client_7,Health,Facebook,Text,Tutorial,3018,4183,169,15,89,9,160,76
Client_4,Fashion,Facebook,Carousel,News,1905,2714,102,6,45,3,0,41
Client_3,Health,LinkedIn,Image,Education,4384,7210,420,27,78,8,107,90
Client_1,Fashion,LinkedIn,Text,News,2255,3393,53,4,81,8,0,64
Client_2,Finance,LinkedIn,Image,Education,3426,4497,107,8,49,4,0,46
Client_3,Finance,Instagram,Image,Education,5617,7072,236,15,108,10,0,89
Client_3,Finance,Instagram,Text,News,14260,20364,817,74,329,24,49,100
Client_4,Fashion,LinkedIn,Reel,News,6025,10077,352,16,238,18,206,100
Client_1,Finance,Instagram,Carousel,BehindScenes,19056,29686,1362,31,775,69,67,100
Client_2,Fashion,LinkedIn,Carousel,News,3533,4985,121,6,117,11,0,83
Client_4,Finance,Instagram,Text,BehindScenes,5441,8314,447,32,89,5,0,94
Client_8,Tech,Facebook,Text,Education,3252,4609,106,8,60,5,120,53
Client_8,Tech,Instagram,Image,Promo,10519,13497,617,34,343,23,0,100
Client_3,Finance,Instagram,Image,Promo,11977,20232,626,41,233,24,183,100
Client_8,Finance,Facebook,Carousel,Education,4963,8379,84,7,209,23,130,100
Client_2,Fashion,LinkedIn,Reel,News,2445,3447,155,14,72,5,0,59
Client_3,Food,YouTube,Image,Education,30049,50904,903,29,1301,137,241,100
Client_1,Tech,TikTok,Image,Tutorial,13500,17621,658,40,409,27,0,100
Client_3,Fashion,LinkedIn,Text,Tutorial,2176,2848,82,2,76,5,0,59
Client_6,Tech,LinkedIn,Video,Promo,1275,1871,29,0,39,3,0,31
Client_1,Tech,Facebook,Text,Promo,4287,6673,261,26,171,19,0,100
Client_3,Finance,YouTube,Text,Tutorial,19686,25156,588,28,287,24,0,100
Client_7,Health,Instagram,Reel,BehindScenes,12294,18325,489,19,195,13,0,100
Client_8,Health,Facebook,Carousel,BehindScenes,1466,2100,47,1,27,3,0,34
Client_7,Food,LinkedIn,Video,News,2410,3034,105,2,55,4,0,49
Client_1,Tech,TikTok,Reel,Education,25856,40993,1856,146,528,37,164,100
Client_4,Finance,LinkedIn,Reel,Promo,3429,4695,201,17,133,11,0,100
Client_3,Fashion,Instagram,Image,News,7389,10431,583,37,271,32,0,100
Client_4,Finance,TikTok,Reel,BehindScenes,20693,25469,1141,89,498,59,0,100
Client_5,Fashion,YouTube,Video,Education,31414,45906,1444,53,865,96,204,100
Client_7,Tech,Instagram,Image,Promo,18291,29892,804,17,696,67,111,100
Client_4,Health,Facebook,Reel,Education,2428,3030,155,10,33,2,0,43
Client_4,Health,YouTube,Video,BehindScenes,14252,20922,1237,56,308,31,0,100
Client_3,Food,LinkedIn,Text,BehindScenes,1798,2699,99,9,42,4,0,37
Client_1,Fashion,Facebook,Image,Tutorial,4679,6836,172,13,157,15,0,100
Client_5,Fashion,TikTok,Video,News,18690,24311,618,15,555,43,0,100
Client_6,Food,YouTube,Text,Tutorial,14676,19710,1172,25,282,27,51,100
Client_2,Fashion,Instagram,Video,Tutorial,5035,7891,460,29,207,19,0,100
Client_7,Food,YouTube,Text,Education,18167,26485,1173,83,702,53,0,100
Client_8,Tech,Instagram,Carousel,BehindScenes,11440,17137,198,15,497,57,0,100
Client_3,Tech,Facebook,Text,Tutorial,1709,2330,25,0,45,3,0,32
Client_8,Fashion,Instagram,Text,Promo,9058,12093,714,29,253,23,0,100
Client_2,Tech,Instagram,Image,News,11621,17107,1006,89,511,55,0,100
Client_1,Food,YouTube,Text,Education,12907,18766,639,21,347,22,0,100
Client_5,Health,Facebook,Image,Promo,4149,5594,190,14,68,5,0,68
Client_8,Tech,Facebook,Video,Promo,4194,5659,187,11,111,13,0,87
Client_5,Fashion,TikTok,Image,Education,25554,39196,2254,67,902,50,132,100
Client_5,Food,Facebook,Video,Education,4353,6296,300,20,187,12,0,100
Client_3,Health,Facebook,Image,BehindScenes,4245,6325,246,20,147,10,0,100
Client_7,Tech,Instagram,Video,News,5952,7547,413,30,126,12,0,100
Client_5,Tech,YouTube,Reel,Tutorial,20008,29863,433,34,787,78,0,100
Client_5,Finance,LinkedIn,Image,BehindScenes,1814,2317,132,8,23,1,0,34
Client_7,Fashion,YouTube,Carousel,News,29397,46076,1167,41,794,72,0,100
Client_6,Food,Instagram,Carousel,Education,20542,28545,1669,79,475,29,227,100
Client_6,Food,LinkedIn,Video,News,4171,5543,220,5,72,6,0,66
Client_4,Fashion,Instagram,Text,News,10938,13404,758,33,220,18,0,100
Client_8,Health,TikTok,Video,News,26408,36115,1666,91,427,32,0,100
Client_1,Tech,TikTok,Text,Education,19371,30137,1086,32,704,47,0,100
Client_5,Finance,Instagram,Image,Education,14227,20605,979,47,333,20,0,100
Client_4,Tech,Facebook,Reel,Promo,1608,2441,82,4,33,3,0,34
Client_3,Fashion,YouTube,Video,BehindScenes,22515,35139,642,60,724,79,0,100
Client_1,Health,LinkedIn,Image,Tutorial,4765,5905,264,13,161,14,0,100
Client_3,Health,YouTube,Reel,Tutorial,28602,44665,2364,233,772,48,0,100
Client_6,Fashion,TikTok,Video,Tutorial,41843,57271,808,71,1318,148,248,100
Client_3,Health,YouTube,Text,Education,28789,40272,2189,97,647,49,0,100
Client_1,Fashion,YouTube,Video,Education,18908,29368,1734,73,699,64,119,100
Client_8,Tech,Instagram,Video,Education,14491,20781,662,21,571,67,126,100
Client_8,Health,LinkedIn,Text,News,4260,5825,322,25,108,9,0,96
Client_4,Food,Instagram,Video,Tutorial,17078,22981,239,13,606,48,198,100
Client_2,Tech,TikTok,Image,News,20343,27792,1464,78,548,32,0,100
Client_8,Tech,Facebook,Image,BehindScenes,3457,4684,212,5,51,4,0,52
Client_7,Health,YouTube,Video,News,33646,51430,1252,89,885,78,52,100
Client_2,Food,TikTok,Image,BehindScenes,16827,25907,788,70,713,50,0,100
Client_5,Health,LinkedIn,Carousel,Tutorial,2405,3610,191,4,88,7,0,76
Client_7,Tech,TikTok,Reel,Tutorial,10387,15531,417,21,429,37,0,100
Client_7,Health,LinkedIn,Video,Promo,2205,3291,39,1,45,4,190,38
Client_1,Tech,Instagram,Image,Promo,13323,20934,697,40,213,25,120,100
Client_6,Tech,Instagram,Image,BehindScenes,12748,19578,887,63,509,47,0,100
Client_8,Finance,YouTube,Video,BehindScenes,18128,26905,1543,72,609,72,146,100
Client_2,Finance,Facebook,Video,Tutorial,1804,2871,78,2,60,5,0,45
Client_3,Fashion,Facebook,Carousel,BehindScenes,3481,5304,202,10,100,6,0,77
Client_3,Tech,YouTube,Reel,News,28104,43353,599,52,647,73,0,100
Client_5,Finance,YouTube,Reel,Education,25792,33910,696,40,806,74,73,100
Client_6,Tech,YouTube,Video,Tutorial,23370,34344,1271,74,554,34,0,100
Client_2,Finance,TikTok,Image,Tutorial,12280,16426,331,25,485,35,0,100
Client_4,Fashion,Facebook,Text,Promo,4084,4965,101,6,86,5,0,59
Client_6,Health,Facebook,Video,Tutorial,4377,5763,134,5,120,8,0,84
Client_4,Finance,Instagram,Text,Tutorial,8613,11758,476,21,338,33,0,100
Client_2,Fashion,Facebook,Video,Education,2967,4085,207,10,120,9,0,91
Client_1,Health,YouTube,Carousel,Promo,35509,59145,1142,46,830,80,23,100
Client_2,Health,Facebook,Carousel,BehindScenes,6185,9963,347,13,181,19,197,100
Client_7,Food,LinkedIn,Carousel,News,4574,6221,73,2,107,7,0,72
Client_3,Health,Instagram,Reel,News,15441,20845,1226,47,220,19,30,100
Client_3,Finance,YouTube,Reel,Promo,23715,36485,371,36,378,23,0,100
Client_6,Health,YouTube,Video,Tutorial,13579,16953,267,16,223,13,0,100
Client_2,Finance,YouTube,Video,Tutorial,30538,50127,1480,44,1280,141,238,100
Client_6,Tech,Instagram,Video,Tutorial,10349,12515,370,27,316,31,0,100
Client_1,Food,Instagram,Video,Tutorial,10403,13400,366,14,298,27,0,100
Client_7,Fashion,LinkedIn,Video,Tutorial,4470,6506,328,30,157,14,0,100
Client_4,Fashion,Instagram,Reel,Tutorial,7844,13392,402,36,217,14,207,100
Client_4,Food,LinkedIn,Text,BehindScenes,4681,7911,411,10,194,10,242,100
Client_6,Health,Facebook,Image,Tutorial,6955,11661,576,52,180,11,184,100
Client_2,Health,TikTok,Carousel,Education,11886,14674,479,31,250,26,0,100
Client_7,Finance,TikTok,Text,Promo,28790,45567,925,36,744,69,197,100
Client_2,Fashion,YouTube,Text,Tutorial,20490,30368,993,42,723,73,0,100
Client_2,Fashion,Instagram,Text,Promo,6145,9110,370,18,266,26,0,100
Client_3,Health,YouTube,Reel,Education,25815,38362,495,24,1069,76,0,100
Client_3,Fashion,LinkedIn,Video,Promo,1361,1644,22,1,36,3,0,31
Client_5,Food,TikTok,Reel,BehindScenes,21120,33400,1821,96,404,43,0,100
Client_3,Finance,Facebook,Reel,News,1916,2440,142,3,63,6,0,54
Client_1,Health,Instagram,Image,Education,7292,11537,590,14,131,15,0,100
Client_6,Fashion,LinkedIn,Video,News,1335,2006,92,7,54,3,0,46
Client_4,Finance,YouTube,Reel,Tutorial,24512,33900,1807,62,1004,62,0,100
Client_8,Fashion,Instagram,Video,Education,6725,10642,340,31,149,13,0,100
Client_6,Tech,TikTok,Carousel,BehindScenes,10297,14153,628,22,406,45,0,100
Client_6,Tech,Instagram,Text,News,5355,7595,101,4,101,10,0,80
Client_6,Food,Instagram,Image,Promo,13210,20658,325,30,301,28,0,100
